ActivityDay,Id,Calories
2016-04-18,4445114986,2248
2016-04-19,4445114986,1954
2016-04-20,4445114986,1974
2016-04-21,4445114986,2150
2016-04-22,4445114986,2432
2016-04-23,4445114986,2149
2016-04-24,4445114986,2247
2016-04-25,4445114986,2070
2016-04-26,4445114986,2291
2016-04-27,4445114986,2361
2016-04-28,4445114986,2203
2016-04-29,4445114986,2196
2016-04-30,4445114986,2363
2016-05-01,4445114986,2246
2016-05-02,4445114986,2336
2016-05-03,4445114986,2421
2016-05-04,4445114986,2070
2016-05-05,4445114986,2120
2016-05-06,4445114986,2211
2016-05-07,4445114986,2123
2016-05-08,4445114986,2423
2016-05-09,4445114986,2281
2016-05-10,4445114986,2181
2016-05-11,4445114986,2499
2016-05-12,4445114986,1212
2016-04-12,4020332650,3654
2016-04-13,4020332650,1981
2016-04-14,4020332650,2011
2016-04-15,4020332650,2951
2016-04-16,4020332650,3051
2016-04-17,4020332650,1990
2016-04-18,4020332650,1995
2016-05-02,4020332650,2207
2016-05-03,4020332650,2828
2016-05-04,4020332650,3879
2016-05-05,4020332650,3429
2016-05-06,4020332650,2704
2016-05-07,4020332650,2975
2016-05-08,4020332650,3089
2016-05-09,4020332650,2785
2016-05-10,4020332650,2926
2016-05-11,4020332650,2645
2016-05-12,4020332650,1120
2016-04-19,4020332650,1980
2016-04-20,4020332650,1980
2016-04-21,4020332650,1980
2016-04-22,4020332650,1980
2016-04-23,4020332650,1980
2016-04-24,4020332650,1980
2016-04-25,4020332650,1980
2016-04-26,4020332650,1980
2016-04-27,4020332650,1980
2016-04-28,4020332650,1980
2016-04-29,4020332650,1980
2016-04-30,4020332650,1980
2016-05-01,4020332650,1980
2016-04-15,6117666160,2865
2016-04-16,6117666160,2828
2016-04-18,6117666160,2018
2016-04-19,6117666160,2606
2016-04-20,6117666160,2536
2016-04-21,6117666160,4900
2016-04-22,6117666160,2409
2016-04-23,6117666160,2651
2016-04-24,6117666160,2305
2016-04-25,6117666160,1497
2016-04-26,6117666160,2450
2016-04-27,6117666160,2576
2016-04-28,6117666160,1879
2016-04-29,6117666160,2560
2016-04-30,6117666160,2275
2016-05-01,6117666160,2361
2016-05-04,6117666160,1902
2016-05-05,6117666160,2636
2016-05-06,6117666160,1838
2016-05-07,6117666160,2469
2016-05-08,6117666160,2250
2016-05-09,6117666160,1248
2016-04-17,6117666160,2225
2016-04-12,6117666160,1496
2016-04-13,6117666160,1496
2016-04-14,6117666160,1496
2016-05-03,6117666160,1496
2016-05-02,6117666160,2044
2016-04-12,8378563200,3635
2016-04-13,8378563200,4079
2016-04-14,8378563200,4163
2016-04-15,8378563200,3666
2016-04-16,8378563200,3363
2016-04-17,8378563200,2572
2016-04-18,8378563200,4157
2016-04-19,8378563200,4092
2016-04-20,8378563200,3787
2016-04-21,8378563200,4236
2016-04-22,8378563200,4044
2016-04-23,8378563200,2908
2016-04-24,8378563200,2741
2016-04-25,8378563200,4005
2016-04-26,8378563200,3763
2016-04-27,8378563200,3061
2016-04-28,8378563200,2884
2016-04-29,8378563200,2982
2016-04-30,8378563200,2660
2016-05-01,8378563200,3369
2016-05-02,8378563200,3491
2016-05-03,8378563200,3784
2016-05-04,8378563200,3110
2016-05-05,8378563200,3783
2016-05-06,8378563200,3644
2016-05-07,8378563200,2799
2016-05-08,8378563200,2685
2016-05-09,8378563200,3721
2016-05-10,8378563200,3586
2016-05-11,8378563200,3788
2016-05-12,8378563200,1976
2016-04-12,8583815059,2650
2016-04-13,8583815059,2654
2016-04-14,8583815059,2443
2016-04-15,8583815059,2505
2016-04-16,8583815059,2693
2016-04-17,8583815059,2439
2016-04-18,8583815059,2536
2016-04-19,8583815059,2668
2016-04-20,8583815059,2647
2016-04-21,8583815059,2883
2016-04-22,8583815059,2944
2016-04-23,8583815059,3012
2016-04-24,8583815059,2889
2016-04-25,8583815059,2547
2016-04-26,8583815059,3093
2016-04-27,8583815059,3142
2016-04-28,8583815059,2757
2016-04-29,8583815059,3513
2016-04-30,8583815059,3164
2016-05-01,8583815059,2596
2016-05-02,8583815059,2894
2016-05-03,8583815059,3212
2016-05-04,8583815059,2516
2016-05-05,8583815059,3266
2016-05-06,8583815059,2683
2016-05-07,8583815059,2810
2016-05-08,8583815059,2940
2016-05-09,8583815059,2947
2016-05-10,8583815059,2846
2016-05-11,8583815059,2804
2016-05-12,8583815059,0
2016-04-12,2026352035,1459
2016-04-13,2026352035,1521
2016-04-14,2026352035,1431
2016-04-15,2026352035,1444
2016-04-16,2026352035,1373
2016-04-17,2026352035,1214
2016-04-18,2026352035,1419
2016-04-19,2026352035,1356
2016-04-20,2026352035,1667
2016-04-21,2026352035,1370
2016-04-22,2026352035,1399
2016-04-23,2026352035,1916
2016-04-24,2026352035,1401
2016-04-25,2026352035,1576
2016-04-26,2026352035,1595
2016-04-27,2026352035,1593
2016-04-28,2026352035,1649
2016-04-29,2026352035,1692
2016-04-30,2026352035,1506
2016-05-01,2026352035,1447
2016-05-02,2026352035,1690
2016-05-03,2026352035,1604
2016-05-04,2026352035,1658
2016-05-05,2026352035,1926
2016-05-06,2026352035,1736
2016-05-07,2026352035,1491
2016-05-08,2026352035,1555
2016-05-09,2026352035,1869
2016-05-10,2026352035,1141
2016-05-11,2026352035,1698
2016-05-12,2026352035,1364
2016-04-12,7007744171,2937
2016-04-13,7007744171,2742
2016-04-14,7007744171,2668
2016-04-15,7007744171,2098
2016-04-16,7007744171,2076
2016-04-17,7007744171,2383
2016-04-18,7007744171,2832
2016-04-19,7007744171,2812
2016-04-20,7007744171,3096
2016-04-21,7007744171,2763
2016-04-22,7007744171,2889
2016-04-23,7007744171,2284
2016-04-24,7007744171,2667
2016-04-25,7007744171,3055
2016-04-26,7007744171,2939
2016-04-27,7007744171,2830
2016-04-28,7007744171,2836
2016-04-29,7007744171,3180
2016-04-30,7007744171,2051
2016-05-02,7007744171,2642
2016-05-03,7007744171,2976
2016-05-04,7007744171,1557
2016-05-05,7007744171,2933
2016-05-06,7007744171,2553
2016-05-07,7007744171,120
2016-05-01,7007744171,2225
2016-04-12,1927972279,2220
2016-04-13,1927972279,2151
2016-04-14,1927972279,2383
2016-04-15,1927972279,2221
2016-04-16,1927972279,2064
2016-04-18,1927972279,2111
2016-04-21,1927972279,2064
2016-04-22,1927972279,2093
2016-04-23,1927972279,2499
2016-04-24,1927972279,2324
2016-04-25,1927972279,2100
2016-04-26,1927972279,2638
2016-04-28,1927972279,2351
2016-04-30,1927972279,2064
2016-05-01,1927972279,2411
2016-05-02,1927972279,2505
2016-05-03,1927972279,2195
2016-05-04,1927972279,2338
2016-05-06,1927972279,2383
2016-05-07,1927972279,2229
2016-05-12,1927972279,1383
2016-04-17,1927972279,2063
2016-04-19,1927972279,2063
2016-04-20,1927972279,2063
2016-04-27,1927972279,2063
2016-04-29,1927972279,2063
2016-05-05,1927972279,2063
2016-05-08,1927972279,2063
2016-05-09,1927972279,2063
2016-05-10,1927972279,2063
2016-05-11,1927972279,2063
2016-04-12,2022484408,2390
2016-04-13,2022484408,2601
2016-04-14,2022484408,2312
2016-04-15,2022484408,2525
2016-04-16,2022484408,2177
2016-04-17,2022484408,2782
2016-04-18,2022484408,2770
2016-04-19,2022484408,2489
2016-04-20,2022484408,2897
2016-04-21,2022484408,3158
2016-04-22,2022484408,2638
2016-04-23,2022484408,2069
2016-04-24,2022484408,2529
2016-04-25,2022484408,2470
2016-04-26,2022484408,2793
2016-04-27,2022484408,2463
2016-04-28,2022484408,2296
2016-04-29,2022484408,2611
2016-04-30,2022484408,2732
2016-05-01,2022484408,2380
2016-05-02,2022484408,2473
2016-05-03,2022484408,2752
2016-05-04,2022484408,2649
2016-05-05,2022484408,2609
2016-05-06,2022484408,2498
2016-05-07,2022484408,1995
2016-05-08,2022484408,1848
2016-05-09,2022484408,2709
2016-05-10,2022484408,2797
2016-05-11,2022484408,2544
2016-05-12,2022484408,1853
2016-04-13,8792009665,1934
2016-04-14,8792009665,1963
2016-04-15,8792009665,2009
2016-04-16,8792009665,1721
2016-04-20,8792009665,2188
2016-04-21,8792009665,1720
2016-04-22,8792009665,2419
2016-04-23,8792009665,2748
2016-04-24,8792009665,1799
2016-04-26,8792009665,1928
2016-04-27,8792009665,2067
2016-04-28,8792009665,2780
2016-04-29,8792009665,3101
2016-04-30,8792009665,2896
2016-05-01,8792009665,1962
2016-05-02,8792009665,2015
2016-05-03,8792009665,2297
2016-05-04,8792009665,2067
2016-05-10,8792009665,57
2016-04-17,8792009665,1688
2016-04-18,8792009665,1688
2016-04-19,8792009665,1688
2016-04-25,8792009665,1688
2016-05-05,8792009665,1688
2016-05-06,8792009665,1688
2016-05-07,8792009665,1688
2016-05-08,8792009665,1688
2016-05-09,8792009665,1688
2016-04-12,8792009665,2044
2016-04-12,6962181067,1994
2016-04-13,6962181067,1718
2016-04-14,6962181067,1466
2016-04-15,6962181067,1756
2016-04-16,6962181067,2173
2016-04-17,6962181067,2027
2016-04-18,6962181067,2039
2016-04-19,6962181067,2046
2016-04-20,6962181067,2174
2016-04-21,6962181067,2179
2016-04-22,6962181067,2086
2016-04-23,6962181067,2571
2016-04-24,6962181067,1705
2016-04-25,6962181067,2194
2016-04-26,6962181067,2012
2016-04-27,6962181067,2034
2016-04-28,6962181067,2182
2016-04-29,6962181067,2254
2016-04-30,6962181067,2002
2016-05-01,6962181067,1740
2016-05-02,6962181067,2162
2016-05-03,6962181067,2072
2016-05-04,6962181067,2086
2016-05-05,6962181067,2066
2016-05-06,6962181067,1850
2016-05-07,6962181067,1947
2016-05-08,6962181067,1659
2016-05-09,6962181067,2105
2016-05-10,6962181067,2361
2016-05-11,6962181067,1855
2016-05-12,6962181067,928
2016-04-12,4057192912,2286
2016-04-13,4057192912,2306
2016-04-14,4057192912,1776
2016-04-15,4057192912,1527
2016-04-12,3977333714,1450
2016-04-13,3977333714,1495
2016-04-14,3977333714,1433
2016-04-15,3977333714,1468
2016-04-16,3977333714,1625
2016-04-17,3977333714,1529
2016-04-18,3977333714,1584
2016-04-19,3977333714,1638
2016-04-20,3977333714,1554
2016-04-21,3977333714,1397
2016-04-22,3977333714,1481
2016-04-23,3977333714,1638
2016-04-24,3977333714,1655
2016-04-25,3977333714,1570
2016-04-26,3977333714,1551
2016-04-27,3977333714,1377
2016-04-28,3977333714,1407
2016-04-29,3977333714,1545
2016-04-30,3977333714,1650
2016-05-01,3977333714,1501
2016-05-02,3977333714,1760
2016-05-03,3977333714,1710
2016-05-04,3977333714,1628
2016-05-05,3977333714,1618
2016-05-06,3977333714,1590
2016-05-07,3977333714,1574
2016-05-08,3977333714,1633
2016-05-09,3977333714,1667
2016-05-10,3977333714,1630
2016-05-11,3977333714,52
2016-04-12,4702921684,2947
2016-04-13,4702921684,2898
2016-04-14,4702921684,2984
2016-04-15,4702921684,2896
2016-04-16,4702921684,3328
2016-04-17,4702921684,3394
2016-04-18,4702921684,3013
2016-04-19,4702921684,2812
2016-04-20,4702921684,3061
2016-04-21,4702921684,2729
2016-04-22,4702921684,2241
2016-04-23,4702921684,3691
2016-04-24,4702921684,3538
2016-04-25,4702921684,3064
2016-04-26,4702921684,2784
2016-04-27,4702921684,2908
2016-04-28,4702921684,3033
2016-04-29,4702921684,3165
2016-04-30,4702921684,3115
2016-05-01,4702921684,2017
2016-05-02,4702921684,2859
2016-05-03,4702921684,3145
2016-05-04,4702921684,3004
2016-05-05,4702921684,3006
2016-05-06,4702921684,2859
2016-05-07,4702921684,3683
2016-05-08,4702921684,3287
2016-05-09,4702921684,2990
2016-05-10,4702921684,3172
2016-05-11,4702921684,3069
2016-05-12,4702921684,1240
2016-04-12,1844505072,2030
2016-04-13,1844505072,1860
2016-04-14,1844505072,2130
2016-04-15,1844505072,1725
2016-04-16,1844505072,1657
2016-04-17,1844505072,1793
2016-04-18,1844505072,1814
2016-04-19,1844505072,1366
2016-04-20,1844505072,1349
2016-04-21,1844505072,2062
2016-04-22,1844505072,1827
2016-04-23,1844505072,1645
2016-04-27,1844505072,1348
2016-04-28,1844505072,1992
2016-04-29,1844505072,1856
2016-04-30,1844505072,1763
2016-05-01,1844505072,1541
2016-05-02,1844505072,1348
2016-05-03,1844505072,1742
2016-05-04,1844505072,1549
2016-05-05,1844505072,1589
2016-05-06,1844505072,1351
2016-05-12,1844505072,665
2016-04-24,1844505072,1347
2016-04-25,1844505072,1347
2016-04-26,1844505072,1347
2016-05-07,1844505072,1347
2016-05-08,1844505072,1347
2016-05-09,1844505072,1347
2016-05-10,1844505072,1347
2016-05-11,1844505072,1347
2016-04-12,1624580081,1432
2016-04-13,1624580081,1411
2016-04-14,1624580081,1572
2016-04-15,1624580081,1344
2016-04-16,1624580081,1463
2016-04-17,1624580081,1554
2016-04-18,1624580081,1604
2016-04-19,1624580081,1435
2016-04-20,1624580081,1446
2016-04-21,1624580081,1467
2016-04-22,1624580081,1470
2016-04-23,1624580081,1562
2016-04-24,1624580081,1617
2016-04-25,1624580081,1492
2016-04-26,1624580081,1402
2016-04-27,1624580081,1670
2016-04-28,1624580081,1401
2016-04-29,1624580081,1404
2016-04-30,1624580081,1655
2016-05-01,1624580081,2690
2016-05-02,1624580081,1497
2016-05-03,1624580081,1334
2016-05-04,1624580081,1368
2016-05-05,1624580081,1370
2016-05-06,1624580081,1341
2016-05-07,1624580081,1474
2016-05-08,1624580081,1427
2016-05-09,1624580081,1328
2016-05-10,1624580081,1393
2016-05-11,1624580081,1359
2016-05-12,1624580081,1002
2016-04-13,8253242879,1935
2016-04-14,8253242879,1705
2016-04-15,8253242879,1632
2016-04-16,8253242879,1880
2016-04-17,8253242879,2112
2016-04-18,8253242879,1829
2016-04-19,8253242879,1763
2016-04-20,8253242879,1931
2016-04-21,8253242879,2218
2016-04-22,8253242879,1651
2016-04-23,8253242879,2132
2016-04-24,8253242879,1976
2016-04-25,8253242879,1909
2016-04-26,8253242879,1813
2016-04-27,8253242879,2008
2016-04-28,8253242879,1580
2016-04-29,8253242879,1854
2016-04-30,8253242879,0
2016-04-12,8253242879,2044