Brand_Name,Device_type,Model_Name,Color,Selling_Price,Original_Price,Rating__Out_of_5_,Strap_Material
APPLE,Smartwatch,42 mm White Ceramic Case with Cloud Sport,Cloud,114900,114900,4.7,Nylon
APPLE,Smartwatch,Series 3 GPS + Cellular- 42 mm Gray Ceramic Case,Black,122090,122090,4.6,Nylon
APPLE,Smartwatch,Series 3 GPS + Cellular- 42 mm White Ceramic Case,Black,122090,122090,4.6,Nylon
GARMIN ,Smartwatch,Vivomove Style,"White, Pink",26990,31490,3.3,Nylon
Honor,Smartwatch,GS Pro,Black,13999,20999,4.4,Nylon
Honor,Smartwatch,GS Pro,Blue,17999,20999,4.4,Nylon
GARMIN ,Smartwatch,Fenix 6,"Black, Red, Orange",76990,86690,,Nylon
GARMIN ,Smartwatch,Fenix 6 Pro Solar,"Grey, Black",72990,88490,,Nylon
GARMIN ,Smartwatch,Fenix 6X,"Black, Orange, Red",79990,88490,,Nylon
GARMIN ,Smartwatch,Fenix 6,"Grey, Blue",77990,86690,,Nylon
GARMIN ,Smartwatch,Fenix 6S,"Black, White",77990,86690,,Nylon
GARMIN ,Smartwatch,Fenix 6 Pro Solar,Yellow,84490,88490,,Nylon
FitBit,Smartwatch,Versa Special Edition,Charcoal ,10365,23499,4.1,Fabric
Zebronics,Smartwatch,Smarttime 200,Black,1499,2999,3.1,Rubber
FitBit,FitnessBand,Flex Small,"Violet, black, Grey, Teal, Blue, Red",8490,8490,3.8,Rubber
SAMSUNG ,FitnessBand,Galaxy Fit-e Smart,Black,2000,2590,3.8,Rubber
SAMSUNG ,FitnessBand,Galaxy Fit-e Smart,Yellow,2490,2590,3.8,Rubber
SAMSUNG ,FitnessBand,Galaxy Fit,Silver,8990,9990,4.0,Rubber
SAMSUNG ,Smartwatch,Neo Gear 2,Black,15500,16860,3.9,Rubber
SAMSUNG ,Smartwatch,Gear Live,Black,15900,15900,4.2,Rubber
SAMSUNG ,FitnessBand,Activity Tracker,Black,13201,15885,4.2,Rubber
Zebronics,Smartwatch,ZEB-FIT5220CH,Gold,3299,4999,,Rubber
Zebronics,Smartwatch,ZEB-FIT5220CH,Blue,3299,4999,,Rubber
Oppo,Smartwatch,46 mm,"Black, Gold",14990,19990,3.9,Rubber
Oppo,Smartwatch,41mm,"Pink, Silver, Black",17990,24990,3.9,Rubber
SAMSUNG ,Smartwatch,R600NZBAXAR 600,Blue,21390,25155,4.5,Rubber
SAMSUNG ,Smartwatch,Galaxy Gear,Gold,50408,60241,3.2,Rubber
FOSSIL ,Smartwatch,Q Venture,Blue,19999,21995,3.8,Leather
FOSSIL ,Smartwatch,Jacqueline,Gold,13495,13495,4.6,Leather
FOSSIL ,Smartwatch,Q Annette,Gold,6995,13495,4.6,Leather
FOSSIL ,Smartwatch,Garrett,Brown,8995,11995,3.7,Leather
FOSSIL ,Smartwatch,Neely,White,8995,13495,4.7,Leather
FOSSIL ,Smartwatch,Q Venture,White ,4399,21995,3.8,Leather
FOSSIL ,Smartwatch,Q Venture,Beige,15995,15995,4.6,Leather
FOSSIL ,Smartwatch,Gen 5 Carlyle HR,Black,15995,22995,4.2,Leather
FOSSIL ,Smartwatch,Gen 5 Carlyle HR,"Brown, Grey",14995,22995,4.2,Leather
FOSSIL ,Smartwatch,Q Neely,Black,6995,12995,4.6,Leather
FOSSIL ,Smartwatch,FTW5012 Hybrid,Brown,9097,12995,4.6,Leather
FOSSIL ,Smartwatch,FTW6007,Brown,19995,19995,4.1,Leather
FOSSIL ,Smartwatch,FTW1151 Hybrid,Gold,8995,11995,4.3,Leather
FOSSIL ,Smartwatch,Q Explorist,Black,19995,19995,4.4,Leather
FOSSIL ,Smartwatch,FTW4003,Brown,19995,19995,3.1,Leather
FOSSIL ,Smartwatch,FTW1146 Q Hybrid,Gold,11995,11995,4.6,Leather
FOSSIL ,Smartwatch,FTW20013 Q,Black,21495,21495,4.6,Leather
FOSSIL ,Smartwatch,FTW1144 Q Hybrid,Black,8995,13995,4.6,Leather
FOSSIL ,Smartwatch,FTW1145 Q Hybrid,Gray,6995,13995,4.6,Leather
FOSSIL ,Smartwatch,FTW5011 Hybrid,Black,8995,14495,4.8,Leather
FOSSIL ,Smartwatch,FTW2120SET Q,Gray,23995,23995,4.6,Leather
FOSSIL ,Smartwatch,FTW1136 Q Hybrid,Blue,11995,11995,4.6,Leather
Zebronics,Smartwatch,Fit-650,Black,2949,4199,3.1,Leather
Huawei,Smartwatch,Watch 2,Black,25999,25999,3.9,Leather
FOSSIL ,Smartwatch,Carlie,Beige,11995,11995,4.8,Leather
Crossbeats,Smartwatch,Orbit - Special Edition,Brown,4190,9999,3.9,Leather
FOSSIL ,Smartwatch,Charter Hybrid HR,Gold,13196,16495,3.9,Leather
FOSSIL ,Smartwatch,Jacqueline Hybrid,Rose Gold,10796,13495,4.0,Leather
FOSSIL ,Smartwatch,Neutra Hybrid,"Brown, Black",11995,11995,5.0,Leather
FOSSIL ,Smartwatch,Barstow Hybrid,Brown,8995,11995,4.6,Leather
FOSSIL ,Smartwatch,Charter Hybrid HR,Black,14021,16495,3.9,Leather
FOSSIL ,Smartwatch,Garrett Hybrid,Brown,11995,11995,3.7,Leather
FOSSIL ,Smartwatch,Jacqueline Hybrid,Navy ,8995,13495,4.0,Leather
FOSSIL ,Smartwatch,Cameron Hybrid Smartwatch,Blue,13495,13495,4.6,Leather
FOSSIL ,Smartwatch,Jacqueline Hybrid,Black,11995,11995,4.6,Leather
FOSSIL ,Smartwatch,Charter Hybrid HR,Silver,12396,14995,3.9,Leather
FOSSIL ,Smartwatch,Jacqueline Hybrid,Blue,6995,11995,4.6,Leather
FOSSIL ,Smartwatch,Jacqueline Hybrid,Silver,13495,13495,4.6,Leather
FOSSIL ,Smartwatch,Commuter Hybrid,Brown,8995,11995,4.6,Leather
Xiaomi,FitnessBand,HMSH01GE,Black,1722,2099,3.5,Leather
Honor,Smartwatch,Magic Watch 2,Brown,13999,15999,4.4,Leather
SAMSUNG ,Smartwatch,Galaxy Watch 3,Black,28990,30990,4.3,Leather
SAMSUNG ,Smartwatch,Galaxy Active 2 Steel,Black,24490,31990,4.4,Leather
SAMSUNG ,Smartwatch,Galaxy Watch 3,Black,39490,39490,4.3,Leather
SAMSUNG ,Smartwatch,Gear S2 Classic,Black,18999,34550,4.2,Leather
SAMSUNG ,Smartwatch,T-Mobile,Black,21990,22990,4.3,Leather
SAMSUNG ,Smartwatch,Gear S2 Classic,Black,18999,30000,4.2,Leather
FOSSIL ,Smartwatch,Commuter,Black,11995,11995,4.3,Leather
FOSSIL ,Smartwatch,The Carlyle HR,Black,25995,25995,4.2,Leather
FOSSIL ,Smartwatch,FTW6009 Black HR,Black,13995,13995,4.1,Leather
FOSSIL ,Smartwatch,Garrett HR,Grey,14995,22995,4.1,Leather
GARMIN ,Smartwatch,Venu 2,"Black, Blue",41990,41990,4.7,Leather
GARMIN ,Smartwatch,Running GPS 935,Black,42990,42990,,Leather
GARMIN ,Smartwatch,Forerunner,Black,44990,44990,,Leather
Huawei,Smartwatch,Stainless Steel,Black,19990,19990,4.5,Leather
Huawei,Smartwatch,GT Classic,Brown,10990,21990,4.5,Leather
GARMIN ,Smartwatch,Fenix 6,"Black, Grey",74990,82990,,Leather
GARMIN ,Smartwatch,Fenix 6 Sapphire Gray DLC,Black,74990,82990,,Leather
GARMIN ,Smartwatch,Fenix,Black,54990,54990,,Leather
GARMIN ,Smartwatch,Fenix 6X Solar,"Black, Grey",105990,119490,,Leather
GARMIN ,Smartwatch,Fenix 6X,"Bluw, White ",86990,96390,,Leather
Xiaomi,FitnessBand,Band - HRX Edition,Black,1299,1799,4.2,Plastic
Xiaomi,FitnessBand,Band 3,Black,1799,2199,4.3,Plastic
Xiaomi,FitnessBand,Band 2,Black,2499,2499,4.3,Plastic
Honor,FitnessBand,Band 4,"Meteorite Black, Midnight Navy",2700,2999,4.4,Plastic
Honor,FitnessBand,Band 3,Dynamic Orange,2499,2999,4.3,Plastic
Honor,FitnessBand,Band 5i,Black,2469,2999,4.2,Plastic
Honor,FitnessBand,Band 3,Navy Blue,2499,2999,4.3,Plastic
Honor,FitnessBand,Band 4,Black,2599,2999,4.4,Plastic
Honor,FitnessBand,band 4 running,Black,1649,2000,3.2,Plastic
Honor,FitnessBand,Band 3,Black,4750,5499,4.3,Plastic
Honor,FitnessBand,Band 6,"Sandstone Grey, Meteorite Black, Coral Pink, ",2999,5999,4.3,Plastic
Honor,FitnessBand,Band 5,Black,2899,2999,4.4,Plastic
Honor,FitnessBand,Band 5,Black,2099,2999,4.4,Plastic
Honor,FitnessBand,Band 5,Olive Green,2199,2999,4.4,Plastic
Honor,FitnessBand,Band 5i,Black,1799,2999,4.2,Plastic
Honor,FitnessBand,Band Z1,Black,5499,5499,3.9,Plastic
FOSSIL ,Smartwatch,Q ACTIVIST,Brown,6995,6995,3.0,leather
GARMIN ,Smartwatch,Fenix 6 Sapphire Titanium,Blue Sapphire,81990,96690,,Leather 
huami,Smartwatch,Amazfit Bip U,"Black, Pink",2999,5999,4.2,Silicone
huami,Smartwatch,Amazfit T-Rex,"Green, Grey",5999,10999,4.3,Silicone
FOSSIL ,Smartwatch,Q Annette,Silver,6995,11995,4.6,Silicone
FOSSIL ,Smartwatch,Q Jacqueline,Gold,13495,13495,4.4,Silicone
FOSSIL ,Smartwatch,Q Jacqueline,Silver,8995,13495,4.4,Silicone
FOSSIL ,Smartwatch,Q Control,multicolor,15995,15995,4.3,Silicone
FOSSIL ,Smartwatch,Q Control,Brown,15995,15995,4.3,Silicone
APPLE,Smartwatch,Series 7 GPS 45 mm,Black,44900,44900,5.0,Silicone
APPLE,Smartwatch,Nike Series 5 GPS + Cellular 44 mm,Black,52900,52900,4.7,Silicone
FOSSIL ,Smartwatch,Sport,Multicolor,17995,17995,3.9,Silicone
FOSSIL ,Smartwatch,Sport 43,Black,9995,17995,4.0,Silicone
FOSSIL ,Smartwatch,Sport,Red,17995,17995,4.6,Silicone
FOSSIL ,Smartwatch,Sport 43,Blue,9995,17995,4.0,Silicone
FOSSIL ,Smartwatch,Sport 41,"Blue, Black, Gray",17995,17995,4.0,Silicone
FOSSIL ,Smartwatch,Sport,Black,17995,17995,4.6,Silicone
FOSSIL ,Smartwatch,Sport,Grey,17995,17995,4.6,Silicone
FOSSIL ,Smartwatch,Sport 41,"Red, Green",9995,17995,4.0,Silicone
Noise,FitnessBand,ColorFit,"Black, Blue",2199,2499,3.6,Silicone
Ptron,Smartwatch,Pulsefit,Black,799,3199,2.5,Silicone
Ptron,Smartwatch,Pulsefit P461,"Black, Blue",1399,2999,3.3,Silicone
Ptron,Smartwatch,Pulsefit P261,Blue,1299,2999,3.1,Silicone
Ptron,Smartwatch,Tronite,Brown,949,2000,3.7,Silicone
Zebronics,FitnessBand,ZEB-FIT450,Blue,1699,1899,3.3,Silicone
Zebronics,FitnessBand,zeb-fit,"Black, Grey",1283,1899,3.3,Silicone
Infinix,FitnessBand,Band 5,"Black, Blue, Red",1499,2999,3.8,Silicone
LCARE,FitnessBand,Mambo,Black,1699,2995,3.8,Silicone
Fastrack,Smartwatch,Reflex 3.0,Black,2200,2995,4.1,Silicone
Fastrack,Smartwatch,Reflex Beat,"Purple, Black",1645,2195,4.0,Silicone
Fastrack,FitnessBand,Reflex Smart Band,"Orange, Red, Black",1595,1995,4.0,Silicone
Fastrack,FitnessBand,Reflex Smart Band,"Green, Grey",1195,1995,4.1,Silicone
FitBit,FitnessBand,Inspire,Maroon ,7990,7999,4.2,Silicone
FitBit,FitnessBand,FB413LVLV,Lilac ,8807,38500,4.1,Silicone
FitBit,FitnessBand,Inspire HR,Black ,5599,8999,4.3,Silicone
FitBit,FitnessBand,Inspire,Black ,5299,7999,4.2,Silicone
FitBit,FitnessBand,Inspire HR,Purple ,5598,9999,4.3,Silicone
FitBit,FitnessBand,Inspire HR,White ,5899,9999,4.3,Silicone
huami,Smartwatch,Amazfit Verge Lite,Black,5999,8999,4.2,Silicone
FOSSIL ,Smartwatch,Wander RG,Black,18995,18995,4.0,Silicone
GARMIN ,Smartwatch,Vivosmart 4,"Purple, Black",12150,13490,3.9,Silicone
Fire-Boltt,Smartwatch,Ninja touch to Wake,"Beige, Black, Grey",1899,4999,3.9,Silicone
Fire-Boltt,Smartwatch,Ultron,"Black, Blue, Grey, Pink ",3999,10999,4.1,Silicone
Fire-Boltt,Smartwatch,Spin,"Blue, Grey, Pink",5846,5999,2.4,Silicone
Fire-Boltt,Smartwatch,Spin,White,5846,5999,2.4,Silicone
FitBit,Smartwatch,Versa 2,"Grey, Pink, Black",11999,14999,4.3,Silicone
FitBit,FitnessBand,Lunar,White ,10899,10999,4.7,Silicone
FitBit,FitnessBand,Charge 3,Grey ,7599,13999,4.3,Silicone
FitBit,Smartwatch,Versa 2 Special Edition,Multicolor ,15499,23999,4.4,Silicone
FitBit,Smartwatch,Versa,Purple,16990,23499,4.1,Silicone
FitBit,Smartwatch,Versa,Grey ,17895,21499,4.2,Silicone
FitBit,FitnessBand,Charge 2,Black ,7499,14999,4.3,Silicone
FitBit,FitnessBand,Charge 3 Special Edition,"Purple, White",9999,15999,4.0,Silicone
FitBit,FitnessBand,Charge 2,Plum silver,14999,14999,4.4,Silicone
FitBit,Smartwatch,versa,Grey ,21499,21499,4.1,Silicone
FitBit,Smartwatch,Versa,Pink ,16124,19999,4.1,Silicone
FitBit,FitnessBand,Charge 2,Violet ,14999,14999,4.3,Silicone
FitBit,Smartwatch,Versa,Black ,20590,21499,4.1,Silicone
FitBit,Smartwatch,Versa 2,Purple ,13499,21999,4.3,Silicone
FitBit,FitnessBand,Charge 3,Black ,9999,13999,4.3,Silicone
FitBit,FitnessBand,Charge 2,Blue ,7499,14999,4.3,Silicone
FitBit,FitnessBand,Charge 2,Light Blue,14999,14999,4.4,Silicone
FitBit,FitnessBand,Charge 2,Blue ,8999,14999,4.4,Silicone
FitBit,FitnessBand,Charge 2,Black ,7498,14999,4.3,Silicone
FitBit,FitnessBand,Charge 2,Sky Blue ,14999,14999,4.3,Silicone
realme,FitnessBand,Band 2,Black,2999,3499,4.1,Silicone
realme,FitnessBand,Band,Yellow,1499,2999,4.0,Silicone
realme,FitnessBand,Smart band,Grey,1450,2999,4.0,Silicone
realme,FitnessBand,Band,Black,1290,2999,4.0,Silicone
Huawei,FitnessBand,Band 4,Black,1899,3099,4.2,Silicone
Huawei,FitnessBand,Band 2,Black,1699,4999,4.1,Silicone
Huawei,FitnessBand,Band 2,Blue,6999,6999,4.2,Silicone
Huawei,FitnessBand,Band 2,Black,4599,4599,4.1,Silicone
Huawei,FitnessBand,Band 6,"Pink, Black, Teal, Orange",4490,9990,4.4,Silicone
Huawei,FitnessBand,Band 2 Pro Activity,"Pink, Black",2199,5999,4.1,Silicone
GOQii,FitnessBand,Beat,Black,2999,2999,2.8,Silicone
GOQii,FitnessBand,Vital 3.0,Black,3999,3999,3.1,Silicone
LCARE,Smartwatch,Watch,Black,2995,4495,3.5,Silicone
realme,Smartwatch,2S,Black,3499,3999,4.2,Silicone
realme,Smartwatch,Classic,Black,3921,6999,4.0,Silicone
Fastrack,Smartwatch,Reflex 3.0,"Black, Pink",2495,2995,3.8,Silicone
boAt ,Smartwatch,Delta,"Black, Grey, Red",2499,5990,3.6,Silicone
Noise ,Smartwatch,Fit Active,"Blue, Black",3499,5999,4.2,Silicone
Noise ,Smartwatch,NoiseFit Endure,"Black, Red, Blue",2999,5999,3.9,Silicone
Noise ,Smartwatch,NoiseFit Endure,"Grey, Green",2599,5999,3.9,Silicone
Noise ,Smartwatch,ColorFit Pro,"Black, Blue",2513,4999,3.9,Silicone
Noise ,Smartwatch,ColorFit Pro,"Green, Teal, Grey",2499,4999,3.9,Silicone
Honor,Smartwatch,Watch Magic,Black,7999,17999,4.3,Silicone
Honor,Smartwatch,Magic Watch,Brown,9047,17999,4.3,Silicone
huami,Smartwatch,Amazfit GTS 2,Black,11999,17999,4.1,Silicone
huami,Smartwatch,Amazfit Verge,Black,11999,12999,4.1,Silicone
huami,Smartwatch,Bip Lite On,Black,7999,14999,4.1,Silicone
SAMSUNG ,Smartwatch,Galaxy Active 2,"Black, Beige",11990,25990,4.5,Silicone
SAMSUNG ,Smartwatch,Galaxy Active 2,Grey,12990,25990,4.5,Silicone
SAMSUNG ,Smartwatch,Gear Fit 2,Blue,15000,15000,4.2,Silicone
SAMSUNG ,Smartwatch,Gear Fit,Black,7999,16860,3.9,Silicone
SAMSUNG ,Smartwatch,Gear Fit 2 Pro,"Red, Black",9990,14990,4.3,Silicone
SAMSUNG ,Smartwatch,Gear Fit 2,"Pink, Blue",15000,15000,4.2,Silicone
SAMSUNG ,Smartwatch,Gear Fit 2,"Blue, Black",15000,15000,4.2,Silicone
SAMSUNG ,Smartwatch,Gear Sport,Black,15999,22990,3.0,Silicone
GARMIN ,Smartwatch,Venu Sq - Music Edition,"Multicolor, White, Brown",20990,25990,4.3,Silicone
GARMIN ,Smartwatch,Venu Sq,"Grey, White",15990,20990,4.2,Silicone
GARMIN ,Smartwatch,Garmin Instinct Tactical,"Black, Brown",19990,31490,4.7,Silicone
GARMIN ,Smartwatch,Venu,Blue,31990,39990,4.0,Silicone
GARMIN ,Smartwatch,Forerunner 45,"Red, Black",14990,20990,4.4,Silicone
GARMIN ,Smartwatch,Forerunner 245 Music,"Black, Red ",30000,36490,4.2,Silicone
GARMIN ,Smartwatch,Garmin Instinct HR,Flame Red,20990,28490,3.7,Silicone
GARMIN ,Smartwatch,Instinct,Blue,19990,28490,4.4,Silicone
GARMIN ,Smartwatch,Forerunner 245,"Grey, Yellow",24990,31490,4.6,Silicone
GARMIN ,Smartwatch,Lily,"Purple, Grey, Brown, Black, White ",18990,20990,3.3,Silicone
GARMIN ,Smartwatch,Instinct,Graphite,19990,28490,5.0,Silicone
GARMIN ,Smartwatch,Vivomove 3,Black,19990,25990,,Silicone
GARMIN ,Smartwatch,Vivomove,Black,31990,36790,3.3,Silicone
GARMIN ,Smartwatch,Forerunner 55,Black,20990,20990,,Silicone
GARMIN ,Smartwatch,Lily,Black,23490,25990,3.3,Silicone
GARMIN ,Smartwatch,Swim 2,Slate,20990,26990,,Silicone
GARMIN ,Smartwatch,Vivoactive 3 Element,Grey,14990,16990,3.0,Silicone
GARMIN ,Smartwatch,Hybrid,Rose Gold,15911,21335,,Silicone
Huawei,Smartwatch,Fit,Blue,9999,9999,3.4,Silicone
Huawei,Smartwatch,Fit,Orange,6999,9999,3.4,Silicone
Huawei,Smartwatch,Watch 2 Sport,Black,29999,29999,3.8,Silicone
GOQii,FitnessBand,HR,Black,1999,1999,3.8,Silicone
boAt ,Smartwatch,Vertex,"Grey, Blue, Black, Red",2499,6990,3.9,Silicone
