Brand_Name,Device_type,Model_Name,Color,Selling_Price,Original_Price,Rating__Out_of_5_,Strap_Material
APPLE,Smartwatch,SE GPS + Cellular 44 mm Gold Aluminium Case,Pink Sand,43900,43900,4.5,Aluminium
APPLE,Smartwatch,Series 7 GPS 41 mm Aluminium Case,Black,41900,41900,5.0,Aluminium
APPLE,Smartwatch,Sport 42 mm Space Grey Aluminium Case,Black,29900,29900,4.6,Aluminium
APPLE,Smartwatch,42 mm Space Gray Aluminium,Black Woven,29900,29900,4.5,Aluminium
APPLE,Smartwatch,Series 1 - 38 mm Silver Aluminium Case,White,21900,21900,4.6,Aluminium
APPLE,Smartwatch,Series 1 - 42 mm Gold Aluminium Case,Cocoa,25900,25900,4.6,Aluminium
APPLE,Smartwatch,2 - 42 mm Silver Aluminium Case,Pearl Woven,34900,34900,4.7,Aluminium
APPLE,Smartwatch,Nike+ GPS - 42 mm Space Gray Aluminium Case,Black,32380,32380,4.6,Aluminium
APPLE,Smartwatch,Nike+ - 38 mm Space Gray Aluminium Case,Black,31600,31600,4.5,Aluminium
FitBit,Smartwatch,Sense,"Black, Pink, Beige",21499,22999,4.2,Elastomer
FitBit,Smartwatch,Versa 3,"Black, Blue, Pink",17999,18999,4.3,Elastomer
FitBit,FitnessBand,Charge 4,"Storm Blue, Black, Rosewood",9999,9999,4.2,Elastomer
FitBit,FitnessBand,Charge 4,Granite Reflective ,10999,11999,4.2,Elastomer
FitBit,Smartwatch,Ionic,Black ,18999,24999,4.1,Elastomer
FitBit,Smartwatch,Ionic,Blue ,22499,24999,4.1,Elastomer
FitBit,Smartwatch,Ionic,Grey ,26499,26499,4.1,Elastomer
FitBit,Smartwatch,Surge,Blue,24990,24990,3.8,Elastomer
FitBit,Smartwatch,Blaze,Purple,17999,19999,4.2,Elastomer
FitBit,Smartwatch,Blaze,Blue,19999,19999,4.2,Elastomer
FitBit,Smartwatch,Blaze,Black,22999,22999,4.2,Elastomer
FitBit,Smartwatch,Surge,Black,19990,19990,3.8,Elastomer
FitBit,FitnessBand,Alta HR,"Black, Plum, Grey",14999,14999,4.3,Elastomer
FitBit,Smartwatch,Versa Lite Edition,Purple ,16999,16999,4.2,Elastomer
FitBit,Smartwatch,Surge,Orange,24990,24990,3.8,Elastomer
FitBit,FitnessBand,Alta HR,"Rose Gold, Gun Metal Black",16999,16999,4.3,Elastomer
FitBit,Smartwatch,Versa Lite Edition,Blue ,14399,15999,4.2,Elastomer
FitBit,FitnessBand,Alta,"Black, Purple, Teal, Blue",12999,12999,4.1,Elastomer
FitBit,Smartwatch,Versa 3,"Black, Blue, Pink",17999,18999,4.3,Elastomer
FitBit,Smartwatch,Surge,Black,9999,19990,3.8,Elastomer
SAMSUNG ,Smartwatch,Galaxy 46mm,Grey,16990,33999,4.5,Elastomer
SAMSUNG ,Smartwatch,Galaxy Classic 4,Black,32959,37999,4.6,Elastomer
SAMSUNG ,Smartwatch,Galaxy Classic 4,Silver,40000,42999,4.6,Elastomer
SAMSUNG ,Smartwatch,Galaxy Classic 4,Silver,34999,37999,4.6,Elastomer
SAMSUNG ,Smartwatch,Galaxy Classic 4 LTE,Black,28999,31999,5.0,Elastomer
SAMSUNG ,Smartwatch,Galaxy Watch 4 LTE,Black,31999,34999,4.6,Elastomer
SAMSUNG ,Smartwatch,Galaxy Watch 4 Classic LTE,Black,40000,42999,4.6,Elastomer
SAMSUNG ,Smartwatch,Galaxy Watch 4 LTE,Pink,28999,31999,4.6,Elastomer
SAMSUNG ,Smartwatch,Galaxy Classic 4 LTE,"Silver, Green",36999,39999,4.6,Elastomer
SAMSUNG ,Smartwatch,Galaxy Active 42mm,Black,19990,19990,4.4,Elastomer
SAMSUNG ,Smartwatch,Galaxy LTE,Silver,31999,31999,4.6,Elastomer
SAMSUNG ,Smartwatch,Gear S2,"Silver, Blue",24300,24300,4.3,Elastomer
SAMSUNG ,Smartwatch,Galaxy Active 46mm,Black,19990,19990,4.4,Elastomer
SAMSUNG ,Smartwatch,Galaxy 42,Grey,21989,25990,4.6,Elastomer
SAMSUNG ,Smartwatch,Galaxy 42,Black,24989,25990,4.6,Elastomer
SAMSUNG ,Smartwatch,Gear S2,Silver,24300,24300,4.1,Elastomer
SAMSUNG ,Smartwatch,Gear R730V S2,Grey,18532,22498,4.6,Elastomer
OnePlus ,Smartwatch,Watch,"Black, Silver",14999,16999,4.4,Elastomer
Huawei,Smartwatch,GT2 46mm,"Black, Brown",14990,20990,4.5,Elastomer
Huawei,Smartwatch,GT2 Pro,Black,22990,29990,4.4,Elastomer
Huawei,Smartwatch,GT2 Pro,Grey,24990,34990,3.5,Elastomer
Huawei,Smartwatch,GT2 eSport,Black,11990,19990,4.3,Elastomer
Huawei,Smartwatch,GT2 eSport,Red,8990,19990,4.3,Elastomer
Huawei,Smartwatch,GT2 42mm,Black,14990,19990,4.3,Elastomer
Huawei,Smartwatch,GT Fortuna-B19S Sport,Black,13990,20990,4.1,Elastomer
FOSSIL ,Smartwatch,FTW4010 Gold HR,Gold,15995,15995,4.8,Stainless Steel
FOSSIL ,Smartwatch,FTW6006 Gold HR,Gold,21995,21995,3.7,Stainless Steel
FOSSIL ,Smartwatch,Gen 5E,"Black, Silver ",18495,18495,3.8,Stainless Steel
FOSSIL ,Smartwatch,Q Wander,Gold,19995,19995,4.0,Stainless Steel
FOSSIL ,Smartwatch,Q Founder,Silver,19995,19995,4.2,Stainless Steel
FOSSIL ,Smartwatch,Marshall,Grey,18995,18995,4.0,Stainless Steel
FOSSIL ,Smartwatch,Gen 3 Q Venture,"Black, Gold",15396,21995,4.3,Stainless Steel
FOSSIL ,Smartwatch,Gen 5E,"Grey, Multicolor",18495,18495,4.6,Stainless Steel
FOSSIL ,Smartwatch,Q Founder 2.0,Black,19995,19995,4.2,Stainless Steel
FOSSIL ,Smartwatch,Marshall,Black,19995,19995,4.1,Stainless Steel
FOSSIL ,Smartwatch,Marshall,Blue,19995,19995,4.1,Stainless Steel
FOSSIL ,Smartwatch,Gen 3 Q Venture,Silver,19995,19995,4.3,Stainless Steel
FOSSIL ,Smartwatch,Marshall,Silver,18995,18995,4.0,Stainless Steel
FOSSIL ,Smartwatch,Q Wander,Silver,11997,19995,4.1,Stainless Steel
FOSSIL ,Smartwatch,Q Founder 2.0,Blue,11397,18995,4.1,Stainless Steel
FOSSIL ,Smartwatch,Q Wander,Silver,3799,18995,4.0,Stainless Steel
FOSSIL ,Smartwatch,Q MACHINE,Grey,6995,6995,4.6,Stainless Steel
FOSSIL ,Smartwatch,5th Gen Julianna,Black ,15995,22995,4.6,Stainless Steel
FOSSIL ,Smartwatch,Q Machine,Black,10796,13495,4.6,Stainless Steel
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Graphite Stainless Steel Case,Graphite Milanese,67900,73900,4.5,Stainless Steel
APPLE,Smartwatch,Series 5 GPS + Cellular 40 mm Space Black Stainless Steel Case,Black Milanese,69900,69900,4.6,Stainless Steel
APPLE,Smartwatch,Series 5 GPS + Cellular 44 mm Gold Stainless Steel Case,Gold Milanese,73900,73900,4.2,Stainless Steel
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Gold Stainless Steel Case,Cyprus Green,69900,69900,4.5,Stainless Steel
APPLE,Smartwatch,Series 5 GPS + Cellular 40 mm Stainless Steel Case,White,65900,65900,3.4,Stainless Steel
APPLE,Smartwatch,Series 2 - 38 mm Stainless Steel Case,Saddle Brown,56900,56900,4.6,Stainless Steel
APPLE,Smartwatch,Series 2 - 42 mm Stainless Steel Case,White,50400,50400,4.7,Stainless Steel
APPLE,Smartwatch,Series 2 - 42 mm Space Black Stainless Steel Case,Space Black,50400,50400,4.7,Stainless Steel
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Gold Stainless Steel Case,Gold Milanese,67900,73900,4.5,Stainless Steel
APPLE,Smartwatch,Series 5 GPS + Cellular 44 mm Stainless Steel Case,Stainless Steel Milanese,73900,73900,4.2,Stainless Steel
APPLE,Smartwatch,Series 5 GPS + Cellular 44 mm Gold Stainless Steel Case,Stone,69900,69900,4.2,Stainless Steel
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Silver Stainless Steel Case,Silver Milanese,77900,77900,4.5,Stainless Steel
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Graphite Stainless Steel Case,Black,67900,73900,4.5,Stainless Steel
APPLE,Smartwatch,Series 5 GPS + Cellular 44 mm Space Black Stainless Steel Case,Black,69900,69900,4.2,Stainless Steel
APPLE,Smartwatch,38 mm Space Black Stainless Steel Case,Black,48900,48900,4.6,Stainless Steel
APPLE,Smartwatch,"Series 7 GPS + Cellular, 45 mm Stainless Steel",Black,77900,77900,4.6,Stainless Steel
APPLE,Smartwatch,"Series 7 GPS + Cellular, 45 mm Stainless Steel",Black,73900,73900,4.6,Stainless Steel
APPLE,Smartwatch,8 mm Stainless Steel Case,Milanese,56900,56900,4.6,Stainless Steel
APPLE,Smartwatch,"Series 7 GPS + Cellular, 41 mm Stainless Steel",Black,73900,73900,4.6,Stainless Steel
APPLE,Smartwatch,42 mm Black Stainless Steel Case with Link Bracelet,Black,79900,79900,4.6,Stainless Steel
APPLE,Smartwatch,42 mm Stainless Steel Case,Leather,60900,60900,4.5,Stainless Steel
APPLE,Smartwatch,38 mm Stainless Steel Stainless Steel Case with Modern Buckle,Black,64900,64900,4.3,Stainless Steel
APPLE,Smartwatch,8 mm Stainless Steel Case,Saddle Brown,56900,56900,4.3,Stainless Steel
APPLE,Smartwatch,series 2 - 38 mm Stainless Steel Case,Blue Modern,64900,64900,4.6,Stainless Steel
FOSSIL ,Smartwatch,Gen 5E,"Grey, Multicolor",18495,18495,4.2,Stainless Steel
FOSSIL ,Smartwatch,Gen 5 Garrett HR,Silver,15995,22995,4.1,Stainless Steel
FOSSIL ,Smartwatch,Gen 5 Julianna HR,Gold,18495,18495,3.8,Stainless Steel
FOSSIL ,Smartwatch,Gen 5 Julianna HR,Black,18995,22995,4.3,Stainless Steel
FOSSIL ,Smartwatch,Gen 5 Garrett HR,Black,14995,22995,4.1,Stainless Steel
FOSSIL ,Smartwatch,Gen 5 Julianna HR,Silver,18495,18495,3.8,Stainless Steel
FOSSIL ,Smartwatch,FTW5018 Hybrid,Gold,11596,14495,4.5,Stainless Steel
FOSSIL ,Smartwatch,Gen 5 Julianna HR,Grey,15995,22995,4.3,Stainless Steel
FOSSIL ,Smartwatch,Gen 5 Julianna HR,Blue,15995,22995,4.3,Stainless Steel
FOSSIL ,Smartwatch,4th Gen Explorist HR,Grey,10998,21995,3.9,Stainless Steel
FOSSIL ,Smartwatch,FTW6001,Gold,21995,21995,4.2,Stainless Steel
FOSSIL ,Smartwatch,Gen 3 Q Explorist,Black,15749,19995,4.1,Stainless Steel
FOSSIL ,Smartwatch,FTW6005,Black,19995,19995,3.8,Stainless Steel
FOSSIL ,Smartwatch,FTW1161 Hybrid,Gold,8995,14495,4.3,Stainless Steel
FOSSIL ,Smartwatch,FTW1142 Q Hybrid,Silver,9796,13995,3.7,Stainless Steel
FOSSIL ,Smartwatch,Gen 3 Q Explorist,Blue,15034,15034,4.3,Stainless Steel
FOSSIL ,Smartwatch,Gen 5 Julianna HR,White,14995,22995,4.3,Stainless Steel
FOSSIL ,Smartwatch,Gen 3 Q Explorist,Grey,21995,21995,4.4,Stainless Steel
FOSSIL ,Smartwatch,Gen 3 Q Explorist,Silver,3999,19995,4.2,Stainless Steel
FOSSIL ,Smartwatch,FTW1159 Hybrid,Gold,8995,12995,5.0,Stainless Steel
FOSSIL ,Smartwatch,FTW5016 Hybrid,Silver,6995,14495,4.6,Stainless Steel
FOSSIL ,Smartwatch,FTW5017 Hybrid,Gold,14495,14495,4.6,Stainless Steel
FOSSIL ,Smartwatch,FTW1141 Q Hybrid,Silver,6995,11995,4.6,Stainless Steel
FOSSIL ,Smartwatch,FTW5003 Hybrid,Gold,12995,12995,4.6,Stainless Steel
FOSSIL ,Smartwatch,FTW2114 Q,Black,18995,18995,4.6,Stainless Steel
FOSSIL ,Smartwatch,FTW1140 Q Hybrid,Blue,6995,13995,3.8,Stainless Steel
FOSSIL ,Smartwatch,FTW1134 Q Hybrid,Gray,11995,11995,4.6,Stainless Steel
FOSSIL ,Smartwatch,FTW2115 Q Watch,Red,18995,18995,4.6,Stainless Steel
FOSSIL ,Smartwatch,FTW1154 Hybrid,Black,8995,12995,4.3,Stainless Steel
FOSSIL ,Smartwatch,FTW5015 Hybrid,Blue,6995,14495,3.0,Stainless Steel
FOSSIL ,Smartwatch,Rose Gold Smart,Rose Gold ,21995,21995,4.6,Stainless Steel
FOSSIL ,Smartwatch,Rose Gold HR,Rose Gold ,21995,21995,2.8,Stainless Steel
FOSSIL ,Smartwatch,Q GRANT,Grey,6995,6995,4.6,Stainless Steel
FOSSIL ,Smartwatch,Q GRANT,Black,6995,6995,4.6,Stainless Steel
FOSSIL ,Smartwatch,Sadie Hybrid,Silver,8995,13495,4.0,Stainless Steel
FOSSIL ,Smartwatch,Carlie Hybrid,Gold,13495,13495,4.6,Stainless Steel
FOSSIL ,Smartwatch,Neutra Hybrid,Silver,13495,13495,5.0,Stainless Steel
FOSSIL ,Smartwatch,Garrett Hybrid,Black,6995,11995,3.7,Stainless Steel
FOSSIL ,Smartwatch,Cameron Hybrid,Black,8995,13495,4.6,Stainless Steel
FOSSIL ,Smartwatch,Machine Hybrid,"Silver, Brown",11995,11995,4.6,Stainless Steel
FOSSIL ,Smartwatch,Garrett Hybrid,Silver,10496,14995,3.7,Stainless Steel
FOSSIL ,Smartwatch,Eleanor Hybrid,"Brown, Gold",6995,11995,4.6,Stainless Steel
FOSSIL ,Smartwatch,Carlie Hybrid,Black,6995,11995,4.6,Stainless Steel
FOSSIL ,Smartwatch,Carlie Hybrid,Silver,8995,13495,4.6,Stainless Steel
FOSSIL ,Smartwatch,Latitude Hybrid HR,Black,12396,14995,4.3,Stainless Steel
FOSSIL ,Smartwatch,FB-01 Hybrid HR,"Silver, Black",14021,16495,4.0,Stainless Steel
FOSSIL ,Smartwatch,Latitude Hybrid HR,Grey,13196,16495,4.3,Stainless Steel
FOSSIL ,Smartwatch,Garrett HR,Gold,15995,22995,4.1,Stainless Steel
FOSSIL ,Smartwatch,4th Gen Venture HR,Black,17596,21995,3.9,Stainless Steel
FOSSIL ,Smartwatch,4th Gen Venture HR,Silver,10997,21995,3.9,Stainless Steel
FOSSIL ,Smartwatch,4th Gen Venture HR,Black,13195,21995,3.9,Stainless Steel
FOSSIL ,Smartwatch,FTW6010 Pink HR,Pink,15995,15995,4.4,Stainless Steel
Huawei,Smartwatch,GT2 46mm,Grey,20990,30990,4.5,Stainless Steel
GARMIN ,Smartwatch,Fenix 6S,"Black, Grey",70990,84090,,Stainless Steel
Xiaomi,FitnessBand,Smart Band 3i,Black,1270,1599,4.2,Thermoplastic polyurethane
OnePlus ,FitnessBand,Steven Harrington Edition Band,Blue,3299,3999,4.3,Thermoplastic polyurethane
OnePlus ,FitnessBand,Band,Dual Color,2499,2799,4.2,Thermoplastic polyurethane
FitBit,FitnessBand,Charge HR,Purple ,6990,14990,3.9,Thermoplastic polyurethane
FitBit,FitnessBand,Charge HR,"Orange, Pink, Green",14990,14990,3.9,Thermoplastic polyurethane
LAVA,FitnessBand,BeFit,Black,1999,3499,3.6,Thermoplastic polyurethane
Noise,FitnessBand,ColorFit2,"Black, Blue, Pink",1699,2499,3.9,Thermoplastic polyurethane
boAt ,Smartwatch,Storm,"Black, Teal Green, Grey",2999,5990,4.1,Thermoplastic polyurethane
Noise ,Smartwatch,ColorFit Qube SpO2,"Charcoal Grey, Black, Pink",2499,4999,4.3,Thermoplastic polyurethane
Noise ,Smartwatch,ColorFit Pro 3,"Green, Grey, Black, Blue, Pink, Red",3999,5999,4.2,Thermoplastic polyurethane
Noise ,Smartwatch,ColorFit Qube SpO2,"Charcoal Black, Beige Gold",2499,4999,4.3,Thermoplastic polyurethane
Noise ,Smartwatch,ColorFit Qube,"Black, Green",2499,4999,4.0,Thermoplastic polyurethane
Noise ,Smartwatch,ColorFit Pro 2 Oxy,"Black, Blue, Red",2499,4999,4.0,Thermoplastic polyurethane
Noise ,Smartwatch,ColorFit Brio,"Black, Green",3499,5999,4.3,Thermoplastic polyurethane
Noise ,Smartwatch,Fit Evolve,"Red, Black",5499,7999,3.9,Thermoplastic polyurethane
Noise ,Smartwatch,Fusiom Hybrid,Blue,5999,9999,4.0,Thermoplastic polyurethane
Noise ,Smartwatch,Evolve,"Black, Grey, Red",4999,7999,3.9,Thermoplastic polyurethane
Noise ,Smartwatch,NoiseFit Endure,"Black, Blue, Teal",2799,5999,3.9,Thermoplastic polyurethane
huami,Smartwatch,Amazfit Neo,Black,2499,3999,4.2,Thermoplastic polyurethane
huami,Smartwatch,Amazfit Bip Lite,Black,3499,5499,4.0,Thermoplastic polyurethane
GOQii,FitnessBand,Vital,Black,3499,3499,3.7,Thermoplastic polyurethane
Zebronics,Smartwatch,ZEB-FIT920CH,"Black, Grey, Red",2499,4499,4.6,Thermoplastic polyurethane
Zebronics,Smartwatch,ZEB-FITMe,"Black, Blue, Green, Grey, Pink",2799,4999,4.5,Thermoplastic polyurethane
FitBit,FitnessBand,Inspire 2,"Black, Desert Rose, Lunar White",6999,7999,4.4,Thermoplastic polyurethane
boAt ,Smartwatch,Xplorer,"Black, Red, Blue",3499,7990,3.8,Thermoplastic polyurethane
boAt ,Smartwatch,O2,"Black, Green",7990,7990,4.1,Thermoplastic polyurethane
Noise ,Smartwatch,ColorFit Brio,"Black, Pink",2999,5999,4.3,Thermoplastic polyurethane
Xiaomi,FitnessBand,Smart Band 5,Black,2499,2999,4.1,Thermoplastic polyurethane
Xiaomi,FitnessBand,Smart Band 4,Black,2099,2499,4.2,Thermoplastic polyurethane
Xiaomi,FitnessBand,Smart Band 5,Black,2469,2999,4.1,Thermoplastic polyurethane
Huawei,Smartwatch,GT2 eActive,"Green, Red",11990,19990,4.3,Thermoplastic polyurethane
huami,Smartwatch,Amazfit Bip S,Black,5299,6499,4.0,Thermoplastic polyurethane
huami,Smartwatch,Amazfit Bip S,Red,2999,4999,3.9,Thermoplastic polyurethane
huami,Smartwatch,Amazfit Bip S,"Green, Grey",3799,4999,3.9,Thermoplastic polyurethane
huami,Smartwatch,Amazfit Bip S,White ,4999,5999,4.0,Thermoplastic polyurethane